id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts21482,Fullmetal Alchemist: Brotherhood,SHOW,"Edward and Alphonse Elric's reckless disregard for alchemy's fun­damental laws ripped half of Ed's limbs from his body and left Al's soul clinging to a cold suit of armor. To restore what was lost, the brothers scour a war-torn land for the Philosopher's Sto­ne, a fabled relic which grants the ability to perform alchemy in impossible ways.

The Elrics are not alone in their search; the corrupt State Military is also eager to harness the artifact's power. So too are the strange Homunculi and their shadowy creator. The mythical gem lures exotic alchemists from distant kingdoms, scarring some deeply enough to inspire murder. As the Elrics find their course altered by these enemies and allies, their purpose remains unchanged – and their bond unbreakable.",2009,TV-14,29,"['scifi', 'action', 'animation', 'comedy', 'drama', 'fantasy']",tt1355642,9.1
ts89481,The World Between Us,SHOW,"A ten-part hour-long series that follows the aftermath of a mass-shooting where all parties involved - the killer, the victims, the victims’ families, the media and the defense teams, whose fates are all intertwined.",2019,,28,"['drama', 'crime', 'romance']",tt10073114,9.0
tm56184,The Dark Knight,MOVIE,"Batman raises the stakes in his war on crime. With the help of Lt. Jim Gordon and District Attorney Harvey Dent, Batman sets out to dismantle the remaining criminal organizations that plague the streets. The partnership proves to be effective, but they soon find themselves prey to a reign of chaos unleashed by a rising criminal mastermind known to the terrified citizens of Gotham as the Joker.",2008,PG-13,152,"['thriller', 'action', 'crime', 'drama']",tt0468569,9.0
ts13503,Batman: The Animated Series,SHOW,"Vowing to avenge the murder of his parents, Bruce Wayne devotes his life to wiping out crime in Gotham City as the masked vigilante ""Batman"".",1992,TV-PG,22,"['action', 'crime', 'family', 'scifi', 'animation']",tt0103359,9.0
ts32835,Hunter x Hunter,SHOW,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",2011,TV-14,23,"['drama', 'action', 'comedy', 'crime', 'animation', 'documentation', 'family', 'fantasy']",tt2098220,9.0
tm1082305,Euphoria: Trouble Don't Last Always,MOVIE,"After changing her mind to run away with Jules at the train station and relapsing, Rue celebrates Christmas.",2020,R,57,['drama'],tt10636622,9.0
ts11313,DEATH NOTE,SHOW,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006,TV-14,24,"['scifi', 'animation', 'crime', 'drama', 'fantasy', 'thriller']",tt0877057,9.0
tm1044068,Juan Luis Guerra 4.40: Entre Mar y Palmeras,MOVIE,"The renowned Dominican composer, musician, producer, and singer Juan Luis Guerra offers a historic concert from the beautiful and lush beaches of Miches, located in the eastern region of the Dominican Republic.",2021,PG,70,['music'],tt15006512,9.0
tm142381,The Lord of the Rings: The Return of the King,MOVIE,"Aragorn is revealed as the heir to the ancient kings as he, Gandalf and the other members of the broken fellowship struggle to save Gondor from Sauron's forces. Meanwhile, Frodo and Sam take the ring closer to the heart of Mordor, the dark lord's realm.",2003,PG-13,201,"['fantasy', 'action', 'drama']",tt0167260,9.0
ts20420,The West Wing,SHOW,"The West Wing is an American television serial drama created by Aaron Sorkin that was originally broadcast on NBC from September 22, 1999, to May 14, 2006. The series is set primarily in the West Wing of the White House, where the Oval Office and offices of presidential senior staff are located, during the fictional Democratic administration of Josiah Bartlet.",1999,TV-14,45,['drama'],tt0200276,8.9
