id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts265844,#ABtalks,SHOW,"#ABtalks is a YouTube interview show hosted by Anas Bukhash, showcasing the 'raw' side of celebrities, athletes, entrepreneurs, and influencers as human beings.",2018,TV-PG,68,[],tt12635254,9.6
ts4,Breaking Bad,SHOW,"When Walter White, a New Mexico chemistry teacher, is diagnosed with Stage III cancer and given a prognosis of only two years left to live. He becomes filled with a sense of fearlessness and an unrelenting desire to secure his family's financial future at any cost as he enters the dangerous world of drugs and crime.",2008,TV-MA,48,"['drama', 'crime', 'thriller']",tt0903747,9.5
ts160526,Khawatir,SHOW,"A TV show devoted to help young people to be mature in their faith, work & knowledge",2005,TV-14,19,['reality'],tt3062514,9.5
ts85398,Our Planet,SHOW,Experience our planet's natural beauty and examine how climate change impacts all living creatures in this ambitious documentary of spectacular scope.,2019,TV-G,50,['documentation'],tt9253866,9.3
ts3371,Avatar: The Last Airbender,SHOW,"In a war-torn world of elemental magic, a young boy reawakens to undertake a dangerous mystic quest to fulfill his destiny as the Avatar, and bring peace to the world.",2005,TV-Y7,24,"['scifi', 'animation', 'action', 'family', 'fantasy']",tt0417299,9.3
ts37660,Reply 1988,SHOW,A nostalgic trip back to the late 1980s through the lives of five families and their five teenage kids living in a small neighborhood in Seoul.,2015,TV-14,92,"['comedy', 'drama', 'family', 'romance']",tt5182866,9.2
ts81120,The Last Dance,SHOW,"A 10-part documentary chronicling the untold story of Michael Jordan and the Chicago Bulls dynasty with rare, never-before-seen footage and sound from the 1997-98 championship season – plus over 100 interviews with famous figures and basketball’s biggest names.",2020,TV-MA,50,"['documentation', 'history', 'sport']",tt8420184,9.1
tm250247,Chhota Bheem & Krishna vs Zimbara,MOVIE,"Chhota Bheem Aur Krishna vs Zimbara is an Indian animated movie featuring Bheem, the star of the Chhota Bheem series. It is the 19th movie of the series. Running Time - 65 mins.",2013,G,64,['animation'],tt6417984,9.1
tm996762,Major,MOVIE,"Based on the life of real-life Hero Major Sandeep Unnikrishnan, Major, the film, aims to show how this valiant soldier saved the lives of numerous hostages before being martyred by the terrorists who wreaked havoc in the Taj Mahal Palace Mumbai, India on the 26th of November, 2008.",2022,,149,"['action', 'drama']",tt9851854,9.1
ts90621,Kota Factory,SHOW,"Dedicated to Shrimati SL Loney ji, Shri Irodov ji and Maanniya HC Verma ji, 'Kota Factory' is TVF's latest original. India's first 'Black and White' show highlights the problems present day IIT-JEE aspirants face in their day-to-day lives.",2019,TV-MA,39,"['drama', 'comedy']",tt9432978,9.1
ts78298,My Mister,SHOW,"In a world that is less than kind, a young woman and a middle-aged man develop a sense of kinship as they find warmth and comfort in one another.",2018,TV-14,70,"['drama', 'family']",tt7923710,9.1
ts52922,Leah Remini: Scientology and the Aftermath,SHOW,"Leah Remini, along with high level former Scientology executives and Church members, explores individual accounts from ex-Church members and their families through meetings and interviews with Leah. Each episode features stories from former members whose lives have been affected by the Church's harmful practices, even well after they left the organization.",2016,TV-14,46,"['documentation', 'history']",tt6244192,9.0
ts32835,Hunter x Hunter,SHOW,"Twelve-year-old Gon Freecss one day discovers that the father he had always been told was dead was alive. His Father, Ging, is a Hunter — a member of society's elite with a license to go anywhere or do almost anything. Gon, determined to follow in his father's footsteps, decides to take the Hunter Examination and eventually find his father to prove himself as a Hunter in his own right. But on the way, he learns that there is more to becoming a Hunter than previously thought, and the challenges that he must face are considered the toughest in the world.",2011,TV-14,23,"['action', 'animation', 'comedy', 'fantasy']",tt2098220,9.0
ts28516,Okupas,SHOW,"During the year 2000, Ricardo, Pollo, Walter and Chiqui occupied a house in the Buenos Aires neighborhood of Congreso. The four young people forge a strong friendship that leads them to go through different stories of crime, drugs and social marginalization.",2000,TV-MA,40,"['drama', 'crime']",tt0289649,9.0
ts222333,Arcane,SHOW,"Amid the stark discord of twin cities Piltover and Zaun, two sisters fight on rival sides of a war between magic technologies and clashing convictions.",2021,TV-14,41,"['scifi', 'action', 'drama', 'animation', 'fantasy']",tt11126994,9.0
ts11313,DEATH NOTE,SHOW,"Light Yagami is an ace student with great prospects—and he’s bored out of his mind. But all that changes when he finds the Death Note, a notebook dropped by a rogue Shinigami death god. Any human whose name is written in the notebook dies, and Light has vowed to use the power of the Death Note to rid the world of evil. But will Light succeed in his noble goal, or will the Death Note turn him into the very thing he fights against?",2006,TV-14,24,"['animation', 'thriller', 'scifi', 'drama', 'fantasy', 'crime']",tt0877057,9.0
ts20682,Attack on Titan,SHOW,"Several hundred years ago, humans were nearly exterminated by Titans. Titans are typically several stories tall, seem to have no intelligence, devour human beings and, worst of all, seem to do it for the pleasure rather than as a food source. A small percentage of humanity survived by walling themselves in a city protected by extremely high walls, even taller than the biggest Titans. Flash forward to the present and the city has not seen a Titan in over 100 years. Teenage boy Eren and his foster sister Mikasa witness something horrific as the city walls are destroyed by a Colossal Titan that appears out of thin air. As the smaller Titans flood the city, the two kids watch in horror as their mother is eaten alive. Eren vows that he will murder every single Titan and take revenge for all of mankind.",2013,TV-MA,24,"['action', 'scifi', 'animation', 'horror', 'drama', 'fantasy']",tt2560140,9.0
ts82913,When They See Us,SHOW,Five teens from Harlem become trapped in a nightmare when they're falsely accused of a brutal attack in Central Park.,2019,TV-MA,74,"['drama', 'crime', 'history']",tt7137906,8.9
ts20681,Seinfeld,SHOW,A stand-up comedian and his three offbeat friends weather the pitfalls and payoffs of life in New York City in the '90s. It's a show about nothing.,1989,TV-PG,24,['comedy'],tt0098904,8.9
ts34435,Cowboy Bebop,SHOW,"In 2071, roughly fifty years after an accident with a hyperspace gateway made the Earth almost uninhabitable, humanity has colonized most of the rocky planets and moons of the Solar System. Amid a rising crime rate, the Inter Solar System Police (ISSP) set up a legalized contract system, in which registered bounty hunters (also referred to as ""Cowboys"") chase criminals and bring them in alive in return for a reward.",1998,TV-14,25,"['animation', 'action', 'scifi', 'western', 'comedy', 'drama', 'thriller']",tt0213338,8.9
ts116101,Crazy Delicious,SHOW,"Everyday meals are turned into extraordinary culinary creations in a magical food competition on an edible set. The UK's most talented food lovers are challenged to produce meals that must impress with originality, visuals and extraordinary flavours.",2017,,52,['reality'],tt7626160,8.9
ts24028,Still Game,SHOW,Cult Scottish comedy about the lives of two OAP's (Old Age Pensioners) Jack and Victor and their views on how it used to be in the old days and how bad it is now in the fictional town of Craiglang.,2002,TV-14,29,"['comedy', 'european']",tt0281491,8.9
ts121189,"Raja, Rasoi Aur Anya Kahaniyaan",SHOW,"Explore the history and flavors of regional Indian cuisine, from traditional Kashmiri feasts to the vegetarian dishes of Gujarat.",2014,,29,"['history', 'documentation']",tt6953924,8.9
tm853783,David Attenborough: A Life on Our Planet,MOVIE,"The story of life on our planet by the man who has seen more of the natural world than any other. In more than 90 years, Attenborough has visited every continent on the globe, exploring the wild places of our planet and documenting the living world in all its variety and wonder. Addressing the biggest challenges facing life on our planet, the film offers a powerful message of hope for future generations.",2020,PG,83,['documentation'],tt11989890,8.9
tm432327,C/o Kancharapalem,MOVIE,"From a schoolboy’s crush to a middle-aged bachelor’s office romance, four love stories spanning age, religion and status unfold in a small Indian town.",2018,PG,152,['drama'],tt7391996,8.9
ts90311,Vinland Saga,SHOW,"For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.",2019,TV-MA,24,"['animation', 'action', 'drama', 'war', 'history']",tt10233448,8.8
ts8,Better Call Saul,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49,"['drama', 'crime']",tt3032476,8.8
tm92641,Inception,MOVIE,"Cobb, a skilled thief who commits corporate espionage by infiltrating the subconscious of his targets is offered a chance to regain his old life as payment for a task considered to be impossible: ""inception"", the implantation of another person's idea into a target's subconscious.",2010,PG-13,148,"['action', 'scifi', 'music', 'thriller']",tt1375666,8.8
ts22164,Monty Python's Flying Circus,SHOW,"A British sketch comedy series with the shows being composed of surreality, risqué or innuendo-laden humour, sight gags and observational sketches without punchlines.",1969,TV-14,30,"['comedy', 'european']",tt0063929,8.8
ts215683,The Untamed,SHOW,"In a land dominated by the mighty Wen clan, a young man named Wei Wuxian strikes up an unconventional friendship with justice-loving Lan Wangji. When the duo unexpectedly stumbles across evidence implicating the Wen clan’s chief in a plot to bring mayhem to the inhabitants of their land, Wei Wuxian and Lan Wangji decide to intervene. However, the pair’s attempts to foil the Wen clan boss’s wicked plans go wrong. In the confusion that follows, Wei Wuxian disappears – with many fearing the worst for him. Sixteen years later, Wei Wuxian returns out of the blue. He is soon reunited with Lan Wangji, just as a spate of mysterious murders has broken out. The duo joins forces once more to investigate, determined not to fail this time… Can the pair get to the bottom of the intrigue? Will they solve the murder cases? And just who is the dastardly secret figure pulling the strings behind the evildoings now blighting the land?",2019,TV-14,44,"['action', 'drama', 'thriller', 'romance', 'comedy', 'fantasy', 'horror']",tt10554898,8.8
ts278,Black Mirror,SHOW,"A contemporary British re-working of The Twilight Zone with stories that tap into the collective unease about our modern world. 

Over the last ten years, technology has transformed almost every aspect of our lives before we've had time to stop and question it. In every home; on every desk; in every palm - a plasma screen; a monitor; a smartphone - a black mirror of our 21st Century existence.",2011,TV-MA,59,"['drama', 'scifi', 'thriller', 'european']",tt2085059,8.8
ts275448,Navillera,SHOW,A coming-of-age drama about a 23-year-old ballerino and an old man who begins ballet at the age of 70.,2021,,65,"['drama', 'family']",tt13885302,8.8
ts63295,Vientos de agua,SHOW,"Vientos de agua is a 2006 cult Argentine- Spanish mini TV series created by Juan José Campanella. The drama traces a Spaniard's emigration to Argentina in the 1930s, and, years later, his son's return to modern-day Spain.

It aired in Spain in January 2006, on Telecinco for only one series of 13 episodes.

While a hit in Argentina, because of lower ratings in Spain it was taken out of the prime-time slot to 1.00 in morning, and was eventually cancelled due to downloading of series from the internet.

Despite a campaign of support to continue into a second series it only produced 13 episodes. Despite this the series was a hit in DVD sellings.",2006,TV-MA,73,['drama'],tt0459724,8.8
ts14583,BoJack Horseman,SHOW,"Meet the most beloved sitcom horse of the 90s - 20 years later. BoJack Horseman was the star of the hit TV show ""Horsin' Around,"" but today he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters.",2014,TV-MA,26,"['comedy', 'drama', 'animation']",tt3398228,8.8
tm122434,Forrest Gump,MOVIE,"A man with a low IQ has accomplished great things in his life and been present during significant historic events—in each case, far exceeding what anyone imagined he could do. But despite all he has achieved, his one true love eludes him.",1994,PG-13,142,"['drama', 'romance']",tt0109830,8.8
ts223192,Hospital Playlist,SHOW,Hospital Playlist tells the story of five doctors who have been friends since they entered medical school in 1999.,2020,TV-14,93,"['drama', 'comedy']",tt11769304,8.8
ts36631,Narcos,SHOW,A gritty chronicle of the war against Colombia's infamously violent and powerful drug cartels.,2015,TV-MA,52,"['drama', 'thriller', 'crime']",tt2707408,8.8
ts20339,One Piece,SHOW,"Years ago, the fearsome Pirate King, Gol D. Roger was executed leaving a huge pile of treasure and the famous ""One Piece"" behind. Whoever claims the ""One Piece"" will be named the new King of the Pirates. Monkey D. Luffy, a boy who consumed a ""Devil Fruit,"" decides to follow in the footsteps of his idol, the pirate Shanks, and find the One Piece. It helps, of course, that his body has the properties of rubber and that he's surrounded by a bevy of skilled fighters and thieves to help him along the way. Luffy will do anything to get the One Piece and become King of the Pirates!",1999,TV-14,23,"['animation', 'action', 'comedy', 'drama', 'fantasy']",tt0388629,8.8
ts20110,Peaky Blinders,SHOW,"A gangster family epic set in 1919 Birmingham, England and centered on a gang who sew razor blades in the peaks of their caps, and their fierce boss Tommy Shelby, who means to move up in the world.",2013,TV-MA,58,"['crime', 'drama', 'european']",tt2442560,8.8
ts17942,Chappelle's Show,SHOW,Dave Chappelle's singular point of view is unleashed through a combination of laidback stand-up and street-smart sketches.,2003,TV-14,21,"['comedy', 'music']",tt0353049,8.8
ts302363,Twenty Five Twenty One,SHOW,"The dreams of two young people are crushed by an overwhelming financial crisis in the 1990s. But when they reunite at the ages of 25 and 21, the spirited pair finds friendship and affection in times of adversity as they venture into adulthood together.",2022,TV-14,76,"['drama', 'romance']",tt17513352,8.7
ts37539,One-Punch Man,SHOW,"Saitama is a hero who only became a hero for fun. After three years of “special” training, though, he’s become so strong that he’s practically invincible. In fact, he’s too strong — even his mightiest opponents are taken out with a single punch, and it turns out that being devastatingly powerful is actually kind of a bore. With his passion for being a hero lost along with his hair, yet still faced with new enemies every day, how much longer can he keep it going?",2015,TV-PG,22,"['action', 'animation', 'comedy', 'fantasy', 'scifi', 'horror', 'drama']",tt4508902,8.7
ts55668,Dark,SHOW,A missing child causes four families to help each other for answers. What they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,TV-MA,56,"['scifi', 'crime', 'drama', 'thriller']",tt5753856,8.7
ts17156,Arrested Development,SHOW,"The story of a wealthy family that lost everything, and the one son who had no choice but to keep them all together.",2003,TV-MA,28,['comedy'],tt0367279,8.7
ts105441,Greatest Events of WWII in Colour,SHOW,A series of colorized archive footage of important events during World War II.,2019,,50,"['documentation', 'history', 'war']",tt9103932,8.7
ts20371,Top Gear,SHOW,"This fast-paced and stunt-filled motor show tests whether cars, both mundane and extraordinary, live up to their manufacturers' claims. The long-running show travels to locations around the world, performing extreme stunts and challenges to see what the featured cars are capable of doing. The current hosts are Paddy Mcguinness, Chris Harris and Andrew ""Freddie"" Flintoff.",2002,TV-PG,58,"['comedy', 'reality', 'european', 'music']",tt1628033,8.7
tm129763,Anbe Sivam,MOVIE,Nalla Sivam and Anbarasu meet under different circumstances and their lives are changed as they take the journey of their life.,2003,,160,"['comedy', 'drama']",tt0367495,8.7
tm1038686,Bo Burnham: Inside,MOVIE,"Stuck in COVID-19 lockdown, US comedian and musician Bo Burnham attempts to stay sane and happy by writing, shooting and performing a one-man comedy special.",2021,R,87,"['comedy', 'drama', 'music', 'reality']",tt14544192,8.7
ts56038,Dave Chappelle,SHOW,"Comedy icon Dave Chappelle makes his triumphant return to the screen with a pair of blistering, fresh stand-up specials.",2017,,66,"['comedy', 'documentation']",tt6963504,8.7
ts313668,Tear Along the Dotted Line,SHOW,A cartoonist in Rome with his armadillo-for-a-conscience reflects on his path in life and a would-be love as he and his friends travel outside the city.,2021,TV-14,19,"['drama', 'comedy', 'animation']",tt15614372,8.7
ts20604,Friday Night Lights,SHOW,"The trials and triumphs of life in the small town of Dillon, Texas, where high school football is everything.",2006,TV-14,43,"['drama', 'sport']",tt0758745,8.7
tm528044,Chhota Bheem Neeli Pahaadi,MOVIE,"The kids are excited, as they have all planned a trip to the Neeli Pahadi right on the borders of Dholakpur. The Neeli Pahadi has always been an uneasy reality of Dholakpur with rumours of ghostly inhabitants and a mysterious past which goes back right to the days when the kingdom of Dholakpur was established.",2013,G,63,['animation'],tt6442694,8.7
tm155787,GoodFellas,MOVIE,"The true story of Henry Hill, a half-Irish, half-Sicilian Brooklyn kid who is adopted by neighbourhood gangsters at an early age and climbs the ranks of a Mafia family under the guidance of Jimmy Conway.",1990,R,145,"['drama', 'crime']",tt0099685,8.7
ts55982,Anne with an E,SHOW,"A coming-of-age story about an outsider who, against all odds and numerous challenges, fights for love and acceptance and for her place in the world. The series centers on a young orphaned girl in the late 1890’s, who, after an abusive childhood spent in orphanages and the homes of strangers, is mistakenly sent to live with an elderly woman and her aging brother. Over time, 13-year-old Anne will transform their lives and eventually the small town in which they live with her unique spirit, fierce intellect and brilliant imagination.",2017,TV-G,46,"['drama', 'family']",tt5421602,8.7
tm166740,Chhota Bheem & Krishna in Mayanagari,MOVIE,"Bheem and his Friends are having a great time in Dwarka with their friend Kanha.Mayandri tries to attack Kanha with some leopards but fails as Kanha fights them off with ease.Bheem gets injured and his friend Krishna offers to heal up his injury and just before the Dholakpurians leave Krishna offers some gifts to them.Bheem gets a pendant,Chutki gets a stylish ring,Raju gets a catapult and Jaggu got a compass whereas Kalia got a powder for when he blows on anyone can hear what they are thinking and Dholu and Bholu got a box in which they could ask for anything they want in food.Bheem suddenly feels it was time for everyone to go back to Dholakpur and they board their ship and bid farewell to Krishna their beloved friend.",2011,G,66,"['animation', 'action', 'fantasy']",tt16235600,8.7
ts38796,Stranger Things,SHOW,"When a young boy vanishes, a small town uncovers a mystery involving secret experiments, terrifying supernatural forces, and one strange little girl.",2016,TV-14,61,"['scifi', 'thriller', 'drama', 'fantasy', 'horror']",tt4574334,8.7
ts87466,Demon Slayer: Kimetsu no Yaiba,SHOW,"It is the Taisho Period in Japan. Tanjiro, a kindhearted boy who sells charcoal for a living, finds his family slaughtered by a demon. To make matters worse, his younger sister Nezuko, the sole survivor, has been transformed into a demon herself. Though devastated by this grim reality, Tanjiro resolves to become a “demon slayer” so that he can turn his sister back into a human, and kill the demon that massacred his family.",2019,TV-MA,25,"['scifi', 'action', 'animation', 'horror', 'fantasy', 'thriller']",tt9335498,8.7
ts77474,Mr. Sunshine,SHOW,"Set in the early 1900s, this drama tells the story of a young man from Korea who grows up in the United States. When he returns to Korea as a US Marine Corps officer, he meets and falls in love with a noblewoman who is fighting for Korean independence. Their romance is complicated by social class and political ideology.",2018,TV-MA,76,"['drama', 'history', 'romance', 'war', 'action']",tt7094780,8.7
tm25842,A Lion in the House,MOVIE,Five families struggle with the ups and downs of cancer treatment over the course of six years.,2006,,225,['documentation'],tt0492472,8.7
ts6,House of Cards,SHOW,"Set in present day Washington, D.C., House of Cards is the story of Frank Underwood, a ruthless and cunning politician, and his wife Claire who will stop at nothing to conquer everything. This wicked political drama penetrates the shadowy world of greed, sex and corruption in modern D.C.",2013,TV-MA,52,['drama'],tt1856010,8.7
ts127430,StoryBots Super Songs,SHOW,"Based on the award-winning educational apps, ""StoryBots Super Songs"" centers on the StoryBots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.",2016,TV-Y,21,"['animation', 'family']",tt6163070,8.7
ts217231,Heartstopper,SHOW,Teens Charlie and Nick discover their unlikely friendship might be something more as they navigate school and young love in this coming-of-age series.,2022,TV-14,28,"['romance', 'drama']",tt10638036,8.7
ts12787,Code Geass: Lelouch of the Rebellion,SHOW,"Japan has been invaded and conquered by the Britannian Empire. Japan is now known as Area 11 and its citizens known as Elevens. The Britannian Empire takes away Japan's autonomous power and imposes its rule through the use of Knightmares. The Empire's rule has never faltered, but cracks have begun to show...",2006,TV-14,24,"['scifi', 'action', 'animation', 'drama', 'war', 'thriller']",tt0994314,8.7
ts42069,The Crown,SHOW,"The gripping, decades-spanning inside story of Her Majesty Queen Elizabeth II and the Prime Ministers who shaped Britain's post-war destiny. 

The Crown tells the inside story of two of the most famous addresses in the world – Buckingham Palace and 10 Downing Street – and the intrigues, love lives and machinations behind the great events that shaped the second half of the 20th century. Two houses, two courts, one Crown.",2016,TV-MA,56,"['drama', 'history', 'european']",tt4786824,8.7
ts43258,Stories by Rabindranath Tagore,SHOW,"The characters of Tagore’s stories spring into life through the cinematic imagination of acclaimed filmmaker, Anurag Basu in ‘Stories By Rabindranath Tagore’. ‘Stories By Rabindranath Tagore’ shares with us the intricately etched characters created by the master himself and brought onto the small screen by the visionary director of ‘Barfi’ and ‘Life in a Metro.’",2015,TV-PG,43,['drama'],tt4853764,8.7
tm15897,Se7en,MOVIE,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.",1995,R,127,"['crime', 'thriller', 'drama']",tt0114369,8.6
ts101883,Regiment Diaries,SHOW,"The Indian army is a family of several regiments, each of whom have their own history, identity, and glorious traditions. Regiment Diaries is a tale of the Indian Army - a living chronicle of events - told by the very men who follow the illustrious feats of their predecessors.",2018,TV-PG,42,['documentation'],tt9642576,8.6
tm232710,A Second Chance,MOVIE,"Popoy and Basha have had a wonderful wedding, but their subsequent married life turns out to be extremely difficult.",2015,,130,"['drama', 'romance', 'family', 'documentation', 'sport']",tt5226380,8.6
tm529733,Chhota Bheem and the ShiNobi Secret,MOVIE,"Prof. Dhoomketu is trying to build a new machine based on how a volcano works. Dholu and Bholu mess around which gives Kalia a new 'smoking' hairdo. As Bheem and Chutki try to restore the machine, Indumati arrives in with Bheem's Samurai friend Sam. Jack relates that his entire clan in Iga, Japan is under threat from an unseen enemy. The youngsters of his village are disappearing at an alarming rate and efforts to trace them are coming to naught. Further, their king has been threatened by the cruel Emperor Hidoi Shin. The samurai of Sam's village are loyal to the king and lead his army but the disappearance of the good fighters has now put them at a disadvantage. Sam's grandfather talks about the lurking of a secret shadow but time is running out. Bheem and gang travel to Japan with Jack to save his clan and solve the Shinobi secret.",2013,G,63,['animation'],tt6417830,8.6
ts312082,Alchemy of Souls,SHOW,"A powerful sorceress in a blind woman's body encounters a man from a prestigious family, who wants her help to change his destiny.",2022,TV-14,80,"['drama', 'action', 'thriller', 'scifi', 'comedy', 'fantasy', 'romance']",tt20859920,8.6
ts236725,Lenox Hill,SHOW,From birth to brain surgery: This docuseries provides an intimate look at the lifesaving work of four doctors at Lenox Hill Hospital in NYC.,2020,TV-MA,48,['documentation'],tt12190580,8.6
ts222988,Love on the Spectrum,SHOW,Seven singles take their first steps into the world of dating; this uplifting four-part documentary follows young adults on the autism spectrum as they explore the unpredictable world of love and relationships.,2019,TV-14,42,"['reality', 'romance', 'documentation']",tt11904786,8.6
ts80720,Scissor Seven,SHOW,"Seeking to recover his memory, a scissor-wielding, hairdressing, bungling quasi-assassin stumbles into a struggle for power among feuding factions.",2018,TV-PG,16,"['comedy', 'drama', 'action', 'animation', 'fantasy', 'romance']",tt11503082,8.6
ts74765,Daughters of Destiny,SHOW,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,2017,,61,['documentation'],tt1877895,8.6
ts88394,Moving Art,SHOW,"Experience nature's art as filmmaker Louie Schwartzberg highlights the beauty that lurks in oceans, forests, deserts and flowers.",2014,,28,"['documentation', 'family']",tt6953912,8.6
ts84167,Age of Rebellion,SHOW,"Campus bullying is a serious issue that every school try to root out. When the bullying manifests to outside of the school, who is responsible to stop it?",2018,TV-MA,72,"['crime', 'drama', 'romance']",tt8931836,8.6
ts88613,Formula 1: Drive to Survive,SHOW,"Drivers, managers and team owners live life in the fast lane -- both on and off the track -- during one cutthroat season of Formula 1 racing.",2019,TV-MA,38,"['documentation', 'sport']",tt8289930,8.6
tm455981,Rubaru Roshni,MOVIE,"The movie traces three real-life incidents that took place in '80s, 90s and 2000s respectively through the stories titled 'Orphan and the Convict', 'The Farmer and the Nun' and 'The Terror and the Mom'.",2019,,110,['documentation'],tt9663460,8.6
tm824488,The Art of Incarceration,MOVIE,"Narrated by Uncle Jack Charles and seen through the eyes of Indigenous prisoners at Victoria’s Fulham Correctional Centre, this documentary explores how art and culture can empower Australia's First Nations people to transcend their unjust cycles of imprisonment.",2019,,90,['documentation'],tt11973834,8.6
tm884369,"Best Wishes, Warmest Regards: A Schitt's Creek Farewell",MOVIE,"Interviews with the cast, creators, journalists and celebrity fans, plus behind-the-scenes footage from season six.",2020,,44,['documentation'],tt12004838,8.6
tm1040733,In Our Mothers' Gardens,MOVIE,"In Our Mothers' Gardens celebrates the strength and resiliency of Black women and Black families through the complex, and often times humorous, relationship between mothers and daughters.",2021,,84,['documentation'],tt14369930,8.6
ts22267,Trailer Park Boys,SHOW,Follow the booze-fueled misadventures of three longtime pals and petty serial criminals who run scams from their Nova Scotia trailer park.,2001,TV-MA,25,"['comedy', 'crime']",tt0290988,8.6
ts223404,It's Okay to Not Be Okay,SHOW,"Desperate to escape from his emotional baggage and the heavy responsibility he’s had all his life, a psychiatric ward worker begins to heal with help from the unexpected—a woman who writes fairy tales but doesn’t believe in them.",2020,TV-MA,76,"['drama', 'comedy', 'romance']",tt12451520,8.6
ts236747,Middleditch & Schwartz,SHOW,Comedy duo Thomas Middleditch and Ben Schwartz turn small ideas into epically funny stories in this series of completely improvised comedy specials.,2020,TV-MA,51,['comedy'],tt12027034,8.6
ts89259,The Queen's Gambit,SHOW,"In a Kentucky orphanage in the 1950s, a young girl discovers an astonishing talent for chess while struggling with addiction.",2020,TV-MA,56,"['drama', 'sport']",tt10048342,8.6
ts54110,Puffin Rock,SHOW,"Life is sweet on beautiful Puffin Rock, where puffling Oona, her baby brother Baba and their pals learn about nature, friendship and family. Follow the pufflings on their adventures as they explore the wild island!",2015,TV-Y,11,"['comedy', 'animation', 'family', 'european']",tt3590338,8.6
ts58433,The Haunting of Hill House,SHOW,"The Crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,TV-MA,58,"['thriller', 'drama', 'horror']",tt6763664,8.6
ts85837,SKY Castle,SHOW,"The drama revolves around the lives of housewives living in a luxurious residential area called SKY Castle in suburban Seoul, where wealthy doctors and professors live. The wives are determined to make their husbands more successful and to raise their children like princes and princesses and to be top students.",2018,TV-MA,68,['drama'],tt9151274,8.6
ts223450,Move to Heaven,SHOW,"Finding life in all that's left behind, a trauma cleaner with Asperger's and his ex-con uncle deliver the untold stories of the departed to loved ones.",2021,TV-MA,52,['drama'],tt11052470,8.6
ts20660,Shameless,SHOW,"Chicagoan Frank Gallagher is the proud single dad of six smart, industrious, independent kids, who without him would be... perhaps better off. When Frank's not at the bar spending what little money they have, he's passed out on the floor. But the kids have found ways to grow up in spite of him. They may not be like any family you know, but they make no apologies for being exactly who they are.",2011,TV-MA,54,"['drama', 'comedy']",tt1586680,8.6
ts35682,Wentworth,SHOW,Bea Smith is locked up while awaiting trial for the attempted murder of her husband and must learn how life works in prison. A modern adaptation and sequel of the iconic Prisoner series.,2013,TV-MA,46,"['drama', 'thriller', 'crime']",tt2433738,8.6
ts113109,Numberblocks,SHOW,"Learning numbers and how to count with colourful personified blocks, each with their own quirks.",2017,TV-Y,5,['animation'],tt7978538,8.6
tm244310,Merku Thodarchi Malai,MOVIE,"Living on the borders of Kerala and Tamil Nadu, Rangasamy, a laborer just like his fellow sons of soils toils, hard-working at the spice plantations owned by landlords. He lives a happy life and wishes to own a piece of land and earn a living through farming. After years of struggle, his dream finally comes true when Chaako, a local politician helps him buy the land, however, he soon faces tougher challenges as he has to deal with corrupt and wealthy politicians.",2018,,122,['drama'],tt7794052,8.6
ts38204,Making a Murderer,SHOW,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",2015,TV-14,62,"['documentation', 'crime']",tt5189670,8.6
ts288536,The Great British Baking Show,SHOW,Bakers attempt three challenges each week trying to impress the judges enough to go through to the next round and eventually are crowned Britain's best amateur baker.,2010,TV-PG,57,"['reality', 'european']",tt1877368,8.6
ts42405,Mindhunter,SHOW,An agent in the FBI's Elite Serial Crime Unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,TV-MA,53,"['drama', 'crime', 'thriller']",tt5290382,8.6
ts23752,Midnight Diner,SHOW,"Set in a small restaurant in the corner of a shopping district. The unusual eatery is only open after midnight, and its standard menu consists of just a single choice. However, the customers still come for the amusing chatter and the proprietor's willingness to cook any dish that they request. This drama depicts the lives of the restaurant's patrons, including a yakuza, an unsuccessful actor, a group of office ladies, a newspaper delivery boy, and a stripper.",2009,TV-MA,27,"['drama', 'comedy']",tt1882928,8.6
