id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
ts109074,Fundamentally Cynical,SHOW,"Fast paced show that revolves around a moronic camp councilor, named Lizard Boy, and a group of highly cynical campers. LB is the main councilor at, ""Camp Dingle-dork"" which is owned by an eccentric and reclusive millionaire by the same name.",2019,TV-14,3,"['animation', 'scifi']",tt8647660,8.8
ts120722,"Mr. Monkey, Monkey Mechanic",SHOW,"Mr. Monkey, Monkey Mechanic is the go-to monkey mechanic for every animal's vehicular needs! With a special workbench for drawing up plans, a garage full of wacky materials, and his trusty monkey wrench, Mr. Monkey can solve any visitor's vehicular problem in surprising and creative ways!",2017,,5,['animation'],tt7056596,8.8
ts21344,The Storyteller,SHOW,"The Storyteller aided by his cynical dog, narrates classic folk tales, fables, and legends.",1988,,24,"['action', 'drama', 'family', 'fantasy', 'horror', 'european']",tt0092383,8.8
tm325150,Pariyerum Perumal,MOVIE,"A law student from a lower caste begins a friendship with his classmate, a girl who belongs to a higher caste, and the men in her family start giving him trouble over this.",2018,PG,155,"['romance', 'drama']",tt8176054,8.8
tm820048,"Defend, Conserve, Protect",MOVIE,"Narrated by Dan Aykroyd, Defend, Conserve, Protect, pits the marine conservation group, Sea Shepherd, against the Japanese whaling fleet, in an epic battle to defend the majestic Minke whales.",2019,,74,"['documentation', 'drama']",tt4718276,8.8
ts1763,Edwardian Farm,SHOW,"Edwardian Farm is an historical documentary TV series in twelve parts, first shown on BBC Two from November 2010 to January 2011. It depicts a group of historians trying to run a farm like it was done during the Edwardian era. It was made for the BBC by independent production company Lion Television and filmed at Morwellham Quay, an historic quay in Devon. The farming team was historian Ruth Goodman and archaeologists Alex Langlands and Peter Ginn. The series was devised and produced by David Upshal and directed by Stuart Elliott.

The series is a development from two previous series Victorian Farm and Victorian Pharmacy which were among BBC Two's biggest hits of 2009 and 2010, garnering audiences of up to 3.8 million per episode. The series was followed by Wartime Farm in September 2012, featuring the same team but this time in Hampshire on Manor Farm, living a full calendar year as wartime farmers.

An associated book by Goodman, Langlands, and Ginn, also titled Edwardian Farm, was published in 2010 by BBC Books. The series was also published on DVD, available in various regional formats.",2010,,59,"['reality', 'documentation']",tt1821820,8.8
tm536911,Videola,MOVIE,A family struggles to keep their Video store afloat as hints of illegal activity begin to surround the business.,2016,,60,['drama'],tt5929388,8.8
ts8,Better Call Saul,SHOW,"Six years before Saul Goodman meets Walter White. We meet him when the man who will become Saul Goodman is known as Jimmy McGill, a small-time lawyer searching for his destiny, and, more immediately, hustling to make ends meet. Working alongside, and, often, against Jimmy, is “fixer” Mike Ehrmantraut. The series tracks Jimmy’s transformation into Saul Goodman, the man who puts “criminal” in “criminal lawyer"".",2015,TV-MA,49,"['comedy', 'drama', 'crime']",tt3032476,8.8
ts41737,Tumble Leaf,SHOW,"Set in a whimsical land and  aimed at preschoolers, a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the path. Children will be enriched by these narratives that promote play, the fun of learning and understanding the world around them.",2013,TV-Y,23,"['family', 'fantasy', 'animation']",tt2948562,8.7
ts55995,The Marvelous Mrs. Maisel,SHOW,"It’s 1958 Manhattan and Miriam “Midge” Maisel has everything she’s ever wanted - the perfect husband, kids, and Upper West Side apartment. But when her life suddenly takes a turn and Midge must start over, she discovers a previously unknown talent - one that will take her all the way from the comedy clubs of Greenwich Village to a spot on Johnny Carson’s couch.",2017,TV-MA,54,"['comedy', 'drama']",tt5788792,8.7
ts81635,Buzzfeed Unsolved: Supernatural,SHOW,Ryan Bergara (a believer in the supernatural) and Shane Madej (a skeptic) travel to alleged haunted locations to investigate paranormal activity.,2016,TV-MA,24,"['comedy', 'horror']",tt6723522,8.7
