id,title,type,description,release_year,age_certification,runtime,genres,imdb_id,imdb_score
tm375501,Soul,MOVIE,"Joe Gardner is a middle school teacher with a love for jazz music. After a successful audition at the Half Note Club, he suddenly gets into an accident that separates his soul from his body and is transported to the You Seminar, a center in which souls develop and gain passions before being transported to a newborn child. Joe must enlist help from the other souls-in-training, like 22, a soul who has spent eons in the You Seminar, in order to get back to Earth.",2020,PG,102,"['fantasy', 'family', 'music', 'scifi', 'animation', 'comedy', 'drama']",tt2948372,8.0
ts20726,Star Wars Rebels,SHOW,"Set between the events of Star Wars: Episodes III and IV, the story unfolds during a dark time when the evil Galactic Empire is tightening its grip of power on the galaxy. Imperial forces have occupied a remote planet and are ruining the lives of its people. The motley but clever crew of the starship Ghost — cowboy Jedi Kanan, ace pilot Hera, street-smart teenager Ezra, the “muscle” Zeb, warrior firebrand Sabine, and cantankerous old astromech droid Chopper — is among a select few who are brave enough to stand against the Empire. Together, they will face threatening new villains, encounter colorful adversaries, embark on thrilling adventures, and become heroes with the power to ignite a rebellion.",2014,TV-Y7,23,"['action', 'scifi', 'drama', 'family', 'fantasy', 'animation']",tt2930604,8.0
tm55150,The Straight Story,MOVIE,"A retired farmer and widower in his 70s, Alvin Straight learns one day that his distant brother Lyle has suffered a stroke and may not recover. Alvin is determined to make things right with Lyle while he still can, but his brother lives in Wisconsin, while Alvin is stuck in Iowa with no car and no driver's license. Then he hits on the idea of making the trip on his old lawnmower, thus beginning a picturesque and at times deeply spiritual odyssey.",1999,G,112,['drama'],tt0166896,8.0
ts27944,Spin and Marty,SHOW,"Spin and Marty is a popular series of television shorts that aired as part of ABC's Mickey Mouse Club show of the mid-1950s produced by Walt Disney. There were three serials in all, set at the Triple R Ranch, a boys' western-style summer camp. The first series of 25 eleven-minute episodes, The Adventures of Spin and Marty, was filmed in 1955. Its popularity led to two sequels – The Further Adventures of Spin and Marty in 1956 and The New Adventures of Spin and Marty in 1957.

It aired as reruns on the Disney Channel until September 9, 2002.

The serials were based on the 1942 novel Marty Markham by Lawrence Edward Watkin. The producer for Disney was Bill Walsh and the screenplay was written by Jackson Gillis. The shows' success led to the Spin and Marty comic books of the late 1950s. The first season's 25 episodes with bonus material were released on DVD by Disney in 2005.",1955,,12,"['western', 'family']",tt0047775,8.0
ts2431,Boy Meets World,SHOW,"The coming of age events and everyday life-lessons of Cory Matthews, a Philadelphian who grows up from a young boy to a married man.",1993,TV-G,23,"['comedy', 'drama', 'family', 'romance']",tt0105958,8.0
ts21258,Wolverine and the X-Men,SHOW,"Wolverine and the X-Men must join together again to not only battle the increasingly powerful Mutant Response Division, but also to prevent a catastrophic future that Xavier has warned Wolverine must never come to pass.",2009,TV-Y7,23,"['action', 'scifi', 'drama', 'family', 'animation']",tt0772145,8.0
tm123824,Aladdin,MOVIE,"Princess Jasmine grows tired of being forced to remain in the palace, so she sneaks out into the marketplace, in disguise, where she meets street-urchin Aladdin.  The couple falls in love, although Jasmine may only marry a prince.  After being thrown in jail, Aladdin becomes embroiled in a plot to find a mysterious lamp, with which the evil Jafar hopes to rule the land.",1992,G,90,"['fantasy', 'romance', 'animation', 'comedy', 'family']",tt0103639,8.0
ts20839,Life Below Zero,SHOW,"Viewers go deep into an Alaskan winter to meet six tough and resilient residents as they try to stay one step ahead of storms and man-eating beasts to make it through to spring. The closest neighbor to Sue Aikens is more than 300 miles away. Eric Salitan subsists solely on what he hunts and forages. Chip and Agnes Hailstone catch fish for currency in bartering for supplies, and Andy and Kate Bassich use their pack of sled dogs for transportation.",2013,TV-PG,46,"['reality', 'documentation']",tt2964642,8.0
tm51227,Iron Man,MOVIE,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.",2008,PG-13,125,"['action', 'scifi']",tt0371746,7.9
ts2827,Dog Whisperer,SHOW,"Cesar Millan has been called the Dr. Phil for Dogs. With an uncanny ability to rehabilitate problem dogs of all shapes and sizes. Each episode of the Dog Whisperer documents the remarkable transformations that take place under Cesar's guidance and teaching, helping dogs and their owners live happier lives together.",2004,TV-G,43,"['family', 'reality']",tt0423642,7.9
tm151348,Fantastic Mr. Fox,MOVIE,"The Fantastic Mr. Fox bored with his current life, plans a heist against the three local farmers. The farmers, tired of sharing their chickens with the sly fox, seek revenge against him and his family.",2009,PG,87,"['animation', 'family', 'comedy', 'crime', 'drama']",tt0432283,7.9
tm185041,The Nightmare Before Christmas,MOVIE,"Tired of scaring humans every October 31 with the same old bag of tricks, Jack Skellington, the spindly king of Halloween Town, kidnaps Santa Claus and plans to deliver shrunken heads and other ghoulish gifts to children on Christmas morning. But as Christmas approaches, Jack's rag-doll girlfriend, Sally, tries to foil his misguided plans.",1993,PG,76,"['fantasy', 'family', 'animation']",tt0107688,7.9
ts9805,Adventures in Wonderland,SHOW,"Adventures in Wonderland is a live-action musical television series based on Walt Disney's animated classic Alice in Wonderland. In the series, Alice, was portrayed as a girl who can go to and from Wonderland simply by walking through her mirror.

The show ran from 1992 to 1995 on the Disney Channel and on stations across the country. Like many Disney Channel original shows, Adventures in Wonderland was taped at Disney-MGM Studios at the Walt Disney World Resort in Lake Buena Vista, Florida, with two sound stages used exclusively for the show, but only for its first 40 episodes. Afterward, shooting was moved to Los Angeles, CA.

Walt Disney Studios Home Entertainment released three VHS tapes of certain episodes.",1992,TV-Y,28,"['scifi', 'comedy', 'family', 'fantasy']",tt0300712,7.9
